name,http_last_check,http_status,https_last_check,https_status
collegekerdurand.bzh,2022-12-13,200 OK,2022-12-13,200 OK
lycee-maritime-guilvinec.bzh,2022-12-13,200 OK,2022-12-13,200 OK
politzer.shost.ca,2022-12-13,Name or service not known,2022-12-13,Name or service not known
www.jmonnet36.college,2022-12-13,200 OK,2022-12-13,200 OK
lubetbarbon.college,2022-12-13,200 OK,2022-12-13,200 OK
www.abcdavaye.com,2022-12-13,200 OK,2022-12-13,200 OK
www.acajou2.com,2022-12-13,301 Moved Permanently http://acajou2.com/,2022-12-13,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.acajou2.com'. (_ssl.c:997)"
www.adusolier-nontron.com,2022-12-13,200 OK,2022-12-13,200 OK
www.anglosection.com,2022-12-13,200 OK,2022-12-13,200 OK
www.antonincareme.com,2022-12-13,Name or service not known,2022-12-13,Name or service not known
college-vlaminck-brezolles.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
collegedoisneau77.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
collegejeandetournes.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
collegejeanmonnet.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
leblogdekastler.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
lplesmenuts33.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
lyceeblaisecendrars.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
pierrebro.blogspot.com,2022-12-13,200 OK,2022-12-13,200 OK
www.camillejullian.com,2022-12-13,301 Moved Permanently https://camillejullian.com/,2022-12-13,301 Moved Permanently https://camillejullian.com/
collegedullin.canalblog.com,2022-12-13,200 OK,2022-12-13,200 OK
collegelherm.canalblog.com,2022-12-13,200 OK,2022-12-13,200 OK
ciohyeres.com,2022-12-13,200 OK,2022-12-13,200 OK
www.cite-scolairedigoin.com,2022-12-13,200 OK,2022-12-13,200 OK
www.citescolaireriberac.com,2022-12-13,200 OK,2022-12-13,200 OK
www.civfrance.com,2022-12-13,200 OK,2022-12-13,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:997)
