name,http_last_check,http_status,https_last_check,https_status
hanau-lapetitepierre.alsace,2022-12-09,301 Moved Permanently https://www.hanau-lapetitepierre.alsace/,2022-12-09,301 Moved Permanently https://www.hanau-lapetitepierre.alsace/
www.hanau-lapetitepierre.alsace,2022-12-09,200 OK,2022-12-09,200 OK
cc-broceliande.bzh,2022-12-09,301 Moved Permanently https://www.cc-broceliande.bzh/,2022-12-09,301 Moved Permanently https://www.cc-broceliande.bzh/
www.cc-broceliande.bzh,2022-12-09,200 OK,2022-12-09,200 OK
cca.bzh,2022-12-09,301 Moved Permanently http://www.cca.bzh/,2022-12-09,301 Moved Permanently https://www.cca.bzh/
www.cca.bzh,2022-12-09,200 OK,2022-12-09,200 OK
ccdol-baiemsm.bzh,2022-12-09,301 Moved Permanently https://www.ccdol-baiemsm.bzh/,2022-12-09,301 Moved Permanently https://www.ccdol-baiemsm.bzh/
www.ccdol-baiemsm.bzh,2022-12-09,200 OK,2022-12-09,200 OK
cchpb.bzh,2022-12-09,301 Moved Permanently https://www.cchpb.bzh/,2022-12-09,301 Moved Permanently https://www.cchpb.bzh/
www.cchpb.bzh,2022-12-09,200 OK,2022-12-09,200 OK
ccpcp.bzh,2022-12-09,301 Moved Permanently https://www.ccpcp.bzh/,2022-12-09,301 Moved Permanently https://www.ccpcp.bzh/
www.ccpcp.bzh,2022-12-09,200 OK,2022-12-09,200 OK
centremorbihancommunaute.bzh,2022-12-09,301 Moved Permanently http://www.centremorbihancommunaute.bzh/,2022-12-09,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)
www.centremorbihancommunaute.bzh,2022-12-09,200 OK,2022-12-09,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)
clcl.bzh,2022-12-09,301 Moved Permanently http://www.clcl.bzh/,2022-12-09,301 Moved Permanently http://www.clcl.bzh/
www.clcl.bzh,2022-12-09,200 OK,2022-12-09,200 OK
comcom-crozon.bzh,2022-12-09,Name or service not known,2022-12-09,Name or service not known
www.comcom-crozon.bzh,2022-12-09,301 Moved Permanently https://www.comcom-crozon.com/,2022-12-09,301 Moved Permanently https://www.comcom-crozon.com/
fougeres-agglo.bzh,2022-12-09,200 OK,2022-12-09,200 OK
www.fougeres-agglo.bzh,2022-12-09,301 Moved Permanently https://fougeres-agglo.bzh/,2022-12-09,301 Moved Permanently https://fougeres-agglo.bzh/
golfedumorbihan-vannesagglomeration.bzh,2022-12-09,301 Moved Permanently http://www.golfedumorbihan-vannesagglomeration.bzh,2022-12-09,"Connect call failed ('217.70.184.38', 443)"
www.golfedumorbihan-vannesagglomeration.bzh,2022-12-09,200 OK,2022-12-09,200 OK
guingamp-paimpol-agglo.bzh,2022-12-09,301 Moved Permanently https://www.guingamp-paimpol-agglo.bzh/,2022-12-09,301 Moved Permanently https://www.guingamp-paimpol-agglo.bzh/
www.guingamp-paimpol-agglo.bzh,2022-12-09,200 OK,2022-12-09,200 OK
hautleoncommunaute.bzh,2022-12-09,301 Moved Permanently https://www.hautleoncommunaute.bzh/,2022-12-09,301 Moved Permanently https://www.hautleoncommunaute.bzh/
www.hautleoncommunaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
lamballe-terre-mer.bzh,2022-12-09,301 Moved Permanently http://www.lamballe-terre-mer.bzh,2022-12-09,"Connect call failed ('217.70.184.38', 443)"
www.lamballe-terre-mer.bzh,2022-12-09,200 OK,2022-12-09,200 OK
lesmontsdarree.bzh,2022-12-09,301 Moved Permanently https://www.lesmontsdarree.bzh/,2022-12-09,301 Moved Permanently https://www.lesmontsdarree.bzh/
www.lesmontsdarree.bzh,2022-12-09,200 OK,2022-12-09,200 OK
lorient-agglo.bzh,2022-12-09,301 Moved Permanently https://www.lorient-agglo.bzh/,2022-12-09,301 Moved Permanently https://www.lorient-agglo.bzh/
www.lorient-agglo.bzh,2022-12-09,200 OK,2022-12-09,200 OK
loudeac-communaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
www.loudeac-communaute.bzh,2022-12-09,301 Moved Permanently https://www.bretagnecentre.bzh/,2022-12-09,301 Moved Permanently https://www.bretagnecentre.bzh/
montfortcommunaute.bzh,2022-12-09,301 Moved Permanently https://www.montfortcommunaute.bzh/,2022-12-09,301 Moved Permanently https://www.montfortcommunaute.bzh/
www.montfortcommunaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
morlaix-communaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
www.morlaix-communaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
oust-broceliande.bzh,2022-12-09,301 Moved Permanently https://www.oust-broceliande.bzh/accueil_obc,2022-12-09,301 Moved Permanently https://www.oust-broceliande.bzh/accueil_obc
www.oust-broceliande.bzh,2022-12-09,200 OK,2022-12-09,200 OK
pays-iroise.bzh,2022-12-09,301 Moved Permanently http://www.pays-iroise.bzh/,2022-12-09,301 Moved Permanently https://www.pays-iroise.bzh/
www.pays-iroise.bzh,2022-12-09,403 Forbidden,2022-12-09,403 Forbidden
ploermelcommunaute.bzh,2022-12-09,301 Moved Permanently https://www.ploermelcommunaute.bzh/,2022-12-09,301 Moved Permanently https://www.ploermelcommunaute.bzh/
www.ploermelcommunaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
pontivy-communaute.bzh,2022-12-09,301 Moved Permanently https://www.pontivy-communaute.bzh/,2022-12-09,301 Moved Permanently https://www.pontivy-communaute.bzh/
www.pontivy-communaute.bzh,2022-12-09,200 OK,2022-12-09,200 OK
quimper-bretagne-occidentale.bzh,2022-12-09,301 Moved Permanently https://www.quimper-bretagne-occidentale.bzh/,2022-12-09,301 Moved Permanently https://www.quimper-bretagne-occidentale.bzh/
